CV_CCT|CV_TURNO|TURNO|NOMBRECT|C_NOM_ENT|CV_MUN|C_NOM_MUN|CV_LOC|C_NOM_LOC|C_NOM_VIALIDAD|N_EXTNUM|CONTROL|SUBCONTROL|TIPO|NIVEL|SUBNIVEL|CV_CARACTERIZAN1|C_CARACTERIZAN1|CV_CARACTERIZAN2|C_CARACTERIZAN2|ZONA|JEFSEC|SERVREG|CV_ESTATUS_CAPTURA|PERIODO|V1|V2|V3|V4|V5|V6|V7|V8|V9|V10|V11|V12|V13|V14|V15|V16|V17|V18|E19|V20|V21|V22|V23|V24|V25|V26|V27|V28|V29|V30|V31|V32|V33|V34|V35|V36|V37|V38|V39|V40|V41|V42|V43|V44|V45|V46|V47|V48|V49|V50|V51|V52|V53|V54|V55|V56|V57|V58|V59|V60|V61|V62|E63|V64|V65|V66|V67|V68|V69|E70|V71|V72|V73|V74|V75|V76|V77|V78|V79|V80|V81|V82|V83|V84|V85|V86|V87|V88|V89|V90|V91|V92|V93|E94|E95|E96|V97|V98|V99|V100|V101|V102|V103|V104|V105|V106|V107|V108|V109|V110|V111|V112|V113|V114|V115|V116|V117|V118|V119|V120|V121|V122|V123|V124|V125|V126|V127|V128|V129|V130|V131|V132|V133|V134|V135|V136|V137|V138|V139|V140|V141|V142|V143|V144|V145|V146|V147|V148|FECHA_ENTREGA|
32DJN0751Z|1|MATUTINO|FRANCISCO GABILONDO SOLER|ZACATECAS|051|VILLA DE COS|0001|VILLA DE COS|CALLE COSME |10|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PREESCOLAR|GENERAL|0|NO APLICA|0|NO APLICA|32FZP0005R|32FJZ0001A|32ADG0010O|0|I2017|1|0|2|1|0|0|1|0|3|0|0|0|0|0|0|0|0|0||3|2|0|1|3|2|0|1|3|2|0|0|0|2|0|2|2|0|0|2|0|2|0|2|0|2|0|2|0|2|0|0|2|2|0|2|0|0|0|0|0|0|0||0|0|0|0|0|0||0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|A|B|A|0|0|0|0|0|0|1|0|0|0|2|0|0|2|0|4|0|0|0|0|0|0|0|0|1|0|0|2|0|0|0|3|1|0|2|2|0|2|0|7|0|1|0|0|0|0|0|0|0|0|0|0|17/10/2017 0:00:00|
32DJN0752Y|1|MATUTINO|LUIS DONALDO COLOSIO|ZACATECAS|049|VALPARAÍSO|0091|EL RESBALÓN|CALLE EL RESBALON|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PREESCOLAR|GENERAL|0|NO APLICA|0|NO APLICA|32FZP0061J||32ADG0026P|1|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15/11/2017 0:00:00|
32DJN0753X|1|MATUTINO|MARIA E. CAMARILLO|ZACATECAS|042|SOMBRERETE|0190|PLAN DE GUADALUPE|CALLE PLAN DE GUADALUPE|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PREESCOLAR|GENERAL|0|NO APLICA|0|NO APLICA|32FZP0014Z|32FJZ0010I|32ADG0020V|0|I2017|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|c|c|c|1|0|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|14/11/2017 0:00:00|
32DJN0754W|1|MATUTINO|TENAMAZTLI|ZACATECAS|019|JALPA|0001|JALPA|CALLE TENAMAXTLE FRACCIONAMIENTO CAXCAN|13|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PREESCOLAR|GENERAL|0|NO APLICA|0|NO APLICA|32FZP0033N|32FJZ0007V|32ADG0003E|0|I2017|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|c|c|c|1|0|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|17/10/2017 0:00:00|
32DJN0755V|1|MATUTINO|BEATRIZ GONZALEZ ORTEGA|ZACATECAS|022|JUAN ALDAMA|0001|JUAN ALDAMA|CALLE MARTIN ADAME LERMA|125|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PREESCOLAR|GENERAL|0|NO APLICA|0|NO APLICA|32FZP0007P|32FJZ0006W|32ADG0005C|0|I2017|0|1|0|0|0|0|1|0|2|0|0|0|0|0|0|0|0|0||2|2|0|0|2|0|0|0|0|2|0|0|0|2|0|2|2|0|0|2|0|0|2|2|0|2|0|2|0|0|2|0|2|2|0|2|0|0|0|0|0|0|0||0|0|0|0|0|0||0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|a|a|a|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|23/10/2017 0:00:00|
32DJN0756U|1|MATUTINO|ESTEFANIA CASTAÑEDA NUÑEZ|ZACATECAS|037|PÁNUCO|0016|POZO DE GAMBOA|CALLE POZO DE GAMBOA|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PREESCOLAR|GENERAL|0|NO APLICA|0|NO APLICA|32FZP0050D|32FJZ0001A|32ADG0010O|0|I2017|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|b|b|a|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|0|0|5|0|0|5|0|0|0|0|0|21/10/2017 0:00:00|
32DJN0757T|1|MATUTINO|ROSAURA ZAPATA|ZACATECAS|010|FRESNILLO|0165|PLATEROS|CALLE REVOLUCION|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PREESCOLAR|GENERAL|0|NO APLICA|0|NO APLICA|32FZP0025E|32FJZ0003Z|32ADG0025Q|0|I2017|0|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0||1|1|0|0|1|0|0|0|0|1|0|0|0|1|0|1|1|0|0|1|1|0|0|1|0|1|0|1|0|1|0|0|1|0|0|1|0|0|0|0|0|0|0||0|0|0|0|0|0||1|0|1|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|a|a|a|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|07/11/2017 0:00:00|
32DJN0758S|1|MATUTINO|TOMAS MENDEZ SOSA|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|CALLE FRESNILLO COLONIA LAZARO CARDENAS (LA FE)|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PREESCOLAR|GENERAL|0|NO APLICA|0|NO APLICA|32FZP0063H|32FJZ0003Z|32ADG0025Q|0|I2017|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|a|a|a|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|30/10/2017 0:00:00|
32DJN0759R|1|MATUTINO|JAIME TORRES BODET|ZACATECAS|036|OJOCALIENTE|0011|LAS COLORADAS|CALLE FRANCISCO VILLA|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PREESCOLAR|GENERAL|0|NO APLICA|0|NO APLICA|32FZP0046R|32FJZ0002Z|32ADG0019F|0|I2017|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|B|b|b|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|24/10/2017 0:00:00|
32DJN0760G|1|MATUTINO|FERNANDO PAMANES ESCOBEDO|ZACATECAS|036|OJOCALIENTE|0023|LAS LAJAS|CALLE LIENZO CHARRO|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PREESCOLAR|GENERAL|0|NO APLICA|0|NO APLICA|32FZP0046R|32FJZ0002Z|32ADG0019F|0|I2017|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|A|A|A|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|24/10/2017 0:00:00|
32DJN0761F|1|MATUTINO|CARMEN VILLEGAS LUNA|ZACATECAS|017|GUADALUPE|0009|CIENEGUITAS|CALLE ZARAGOZA SEGUNDA SECCION FRACCIONAMIENTO LA COMARCA|44|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PREESCOLAR|GENERAL|0|NO APLICA|0|NO APLICA|32FZP0054Z|32FJZ0002Z|32ADG0019F|0|I2017|0|1|0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0||1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0||0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|a|a|a|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|11/12/2017 0:00:00|
32DJN0762E|1|MATUTINO|FRANCISCO GABILONDO SOLER|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|CALLE C. PAVORREALES|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PREESCOLAR|GENERAL|0|NO APLICA|0|NO APLICA|32FZP0025E|32FJZ0003Z|32ADG0025Q|0|I2017|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|B|B|B|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|31/10/2017 0:00:00|
32DJN0763D|1|MATUTINO|ANNA FREUD|ZACATECAS|038|PINOS|0135|PRESA NUEVA|CALLE PRESA NUEVA|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PREESCOLAR|GENERAL|0|NO APLICA|0|NO APLICA|32FZP0041W|32FJZ0011H|32ADG0007A|0|I2017|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|a|A|A|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|29/10/2017 0:00:00|
32DJN0764C|1|MATUTINO|LOUIS PASTEUR|ZACATECAS|038|PINOS|0051|EL CHIQUIHUITILLO|CALLE EL CHIQUIHUITILLO|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PREESCOLAR|GENERAL|0|NO APLICA|0|NO APLICA|32FZP0040X|32FJZ0011H|32ADG0007A|0|I2017|0|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0||1|1|0|0|1|0|0|0|0|1|0|0|0|1|0|1|1|0|0|1|0|1|0|1|1|0|0|1|0|1|0|0|1|1|0|1|0|0|0|0|0|0|0||0|0|0|0|0|0||1|0|1|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|a|b|a|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|25/10/2017 0:00:00|
32DJN0765B|1|MATUTINO|LEONA VICARIO|ZACATECAS|038|PINOS|0224|EL ZACATAL|CALLE EL ZACATAL|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PREESCOLAR|GENERAL|0|NO APLICA|0|NO APLICA|32FZP0040X|32FJZ0011H|32ADG0007A|0|I2017|0|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0||1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0||1|0|1|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|A|A|A|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|27/10/2017 0:00:00|
32DJN0766A|1|MATUTINO|FRANCISCO GONZALEZ BOCANEGRA|ZACATECAS|010|FRESNILLO|0135|MIGUEL HIDALGO (HIDALGO)|CALLE MIGUEL HIDALGO HIDALGO OJUELOS|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PREESCOLAR|GENERAL|0|NO APLICA|0|NO APLICA|32FZP0027C|32FJZ0003Z|32ADG0025Q|0|I2017|0|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0||1|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0||0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|B|b|a|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|27/10/2017 0:00:00|
32DJN0767Z|1|MATUTINO|SOR JUANA INES DE LA CRUZ|ZACATECAS|010|FRESNILLO|0331|LOS ÁNGELES|CALLE LOS ANGELES|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PREESCOLAR|GENERAL|0|NO APLICA|0|NO APLICA|32FZP0028B|32FJZ0003Z|32ADG0025Q|0|I2017|0|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0||1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0||0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|b|b|a|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|09/11/2017 0:00:00|
32DJN0768Z|1|MATUTINO|MARIA MONTESSORI|ZACATECAS|010|FRESNILLO|0231|SAUCITO DEL POLEO|CALLE SAUCITO DEL POLEO|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PREESCOLAR|GENERAL|0|NO APLICA|0|NO APLICA|32FZP0028B|32FJZ0003Z|32ADG0025Q|0|I2017|0|1|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1|DAÑADA TARJETA|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0||0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|A|A|A|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|09/11/2017 0:00:00|
32DJN0769Y|1|MATUTINO|ROSAURA ZAPATA CANO|ZACATECAS|010|FRESNILLO|0246|TORREÓN DE LOS PASTORES|CALLE TORREON DE LOS PASTORES|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PREESCOLAR|GENERAL|0|NO APLICA|0|NO APLICA|32FZP0024F|32FJZ0003Z|32ADG0025Q|0|I2017|0|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0||1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0||1|0|1|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|b|b|b|0|0|0|0|0|0|1|0|0|2|1|0|0|0|0|3|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|1|2|1|0|0|0|0|4|0|1|0|0|0|0|0|0|0|0|0|0|23/10/2017 0:00:00|
32DJN0770N|1|MATUTINO|RAMON LOPEZ VELARDE|ZACATECAS|010|FRESNILLO|0091|RAMÓN LÓPEZ VELARDE (LA CHICHARRONA)|CALLE RAMON LOPEZ VELARDE LA CHICHARRONA|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PREESCOLAR|GENERAL|0|NO APLICA|0|NO APLICA|32FZP0008O|32FJZ0003Z|32ADG0025Q|0|I2017|0|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0||1|1|0|0|1|0|0|0|0|1|0|0|1|0|0|1|1|0|0|1|1|0|0|1|0|1|0|1|0|1|0|0|1|1|0|1|0|0|0|0|0|0|0||0|0|0|0|0|0||1|0|1|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|b|a|b|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|11/12/2017 0:00:00|
32DJN0771M|1|MATUTINO|MANUEL M. PONCE|ZACATECAS|010|FRESNILLO|0256|VICENTE GUERRERO (ÁBREGO)|CALLE VICENTE GUERRERO (ABREGO)|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PREESCOLAR|GENERAL|0|NO APLICA|0|NO APLICA|32FZP0023G|32FJZ0003Z|32ADG0025Q|0|I2017|0|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0||1|1|0|0|1|0|0|0|0|1|0|0|1|0|0|1|1|0|0|1|1|0|0|1|0|1|0|1|0|0|1|0|1|1|0|1|0|0|0|0|0|0|0||0|0|0|0|0|0||1|0|1|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|b|b|b|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|13/11/2017 0:00:00|
32DJN0772L|1|MATUTINO|RAMON LOPEZ VELARDE|ZACATECAS|020|JEREZ|0121|LA GAVIA|CALLE ADOLFO LOPEZ MATEOS|1|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PREESCOLAR|GENERAL|0|NO APLICA|0|NO APLICA|32FZP0020J|32FJZ0004Y|32ADG0008Z|0|I2017|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|A|A|A|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|10/11/2017 0:00:00|
32DJN0773K|1|MATUTINO|VICTOR ROSALES|ZACATECAS|057|TRANCOSO|0001|TRANCOSO|CALLE SAN ANTONIO|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PREESCOLAR|GENERAL|0|NO APLICA|0|NO APLICA|32FZP0053A|32FJZ0002Z|32ADG0019F|0|I2017|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|B|B|B|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|24/10/2017 0:00:00|
32DJN0774J|2|VESPERTINO|SALVADOR VIDAL GARCIA|ZACATECAS|017|GUADALUPE|0001|GUADALUPE|CALLE VILLA DEL VERGEL|45|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PREESCOLAR|GENERAL|0|NO APLICA|0|NO APLICA|32FZP0052B|32FJZ0002Z|32ADG0019F|0|I2017|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|A|A|A|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|24/10/2017 0:00:00|
32DJN0775I|1|MATUTINO|RAMON LOPEZ VELARDE|ZACATECAS|037|PÁNUCO|0025|SAN JOSÉ DE LA ERA|CALLE NUEVO SAN JOSE DE LA ERA|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PREESCOLAR|GENERAL|0|NO APLICA|0|NO APLICA|32FZP0065F|32FJZ0001A|32ADG0010O|0|I2017|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|a|a|a|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|25/10/2017 0:00:00|
32DJN0776H|1|MATUTINO|JOSEFA ORTIZ DE DOMINGUEZ|ZACATECAS|051|VILLA DE COS|0038|MANGANITA|CALLE MANGANITA|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PREESCOLAR|GENERAL|0|NO APLICA|0|NO APLICA|32FZP0009N|32FJZ0001A|32ADG0010O|0|I2017|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|C|C|C|0|1|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|14/10/2017 0:00:00|
32DJN0777G|1|MATUTINO|EULALIA GUZMAN BARRON|ZACATECAS|026|MAZAPIL|0092|SAN RAFAEL (JOSÉ MARÍA MORELOS)|CALLE SAN RAFAEL|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PREESCOLAR|GENERAL|0|NO APLICA|0|NO APLICA|32FZP0002U|32FJZ0008U|32ADG0006B|0|I2017|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|a|a|b|0|0|0|0|0|0|1|0|0|1|0|1|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|2|0|1|0|0|0|0|0|0|0|0|0|0|13/11/2017 0:00:00|
