CV_CCT|CV_TURNO|TURNO|NOMBRECT|C_NOM_ENT|CV_MUN|C_NOM_MUN|CV_LOC|C_NOM_LOC|C_NOM_VIALIDAD|N_EXTNUM|CONTROL|SUBCONTROL|TIPO|NIVEL|SUBNIVEL|CV_CARACTERIZAN1|C_CARACTERIZAN1|CV_CARACTERIZAN2|C_CARACTERIZAN2|ZONA|JEFSEC|SERVREG|CV_ESTATUS_CAPTURA|PERIODO|V1|V2|V3|V4|V5|V6|V7|V8|V9|V10|V11|V12|V13|V14|V15|V16|V17|V18|V19|V20|V21|V22|V23|V24|V25|V26|V27|V28|V29|V30|V31|V32|V33|V34|V35|V36|V37|V38|V39|V40|V41|V42|V43|V44|V45|V46|V47|V48|V49|V50|V51|V52|V53|V54|V55|V56|V57|V58|V59|V60|V61|V62|V63|V64|V65|V66|V67|V68|V69|V70|V71|V72|V73|V74|V75|V76|V77|V78|V79|V80|V81|V82|V83|V84|V85|V86|V87|V88|V89|V90|V91|V92|V93|V94|V95|V96|V97|V98|V99|V100|V101|V102|V103|V104|V105|V106|V107|V108|V109|V110|V111|V112|V113|V114|V115|V116|V117|V118|V119|V120|V121|V122|V123|V124|V125|V126|V127|V128|V129|V130|V131|V132|V133|V134|V135|V136|V137|V138|V139|V140|V141|V142|V143|V144|V145|V146|V147|V148|V149|V150|V151|V152|V153|V154|V155|V156|V157|V158|V159|V160|V161|V162|V163|V164|V165|V166|E167|V168|V169|V170|V171|V172|V173|V174|V175|V176|V177|E178|V179|V180|V181|V182|V183|V184|V185|V186|V187|V188|E189|V190|V191|V192|V193|V194|V195|V196|V197|V198|V199|V200|V201|V202|V203|V204|V205|V206|V207|V208|V209|V210|V211|V212|V213|V214|V215|FECHA_ENTREGA|
32PBT0060U|2|VESPERTINO|CENTRO DE COMPUTACION E INFORMATICA DONCELES|ZACATECAS|042|SOMBRERETE|0001|SOMBRERETE|CALLE PLAZUELA DONCELES|205|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||3|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|19/10/2017 0:00:00|
32PBT0064Q|4|DISCONTINUO|INSTITUTO PROFESIONAL DE COMPUTACION E INFORMATICA|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|CALLE GENARO CODINA|724|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||7|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16/10/2017 0:00:00|
32PBT0066O|2|VESPERTINO|ACADEMIA COMERCIAL SAN MATIAS|ZACATECAS|038|PINOS|0001|PINOS|PROLONGACIÓN J ENCARNACION ORTIZ|0|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|1|1|3|15|0|0|1|0|0|0|19|2|8|0|0|0|0|0|0|10|2|8|0|0|0|0|0|0|10|1|10|4|4|0|0|0|0|19|0|6|3|4|0|0|0|0|13|0|6|3|4|0|0|0|0|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|1|0|0|6|4|0|0|0|0|11|0|0|0|11|11|15/10/2017 0:00:00|
32PBT0069L|4|DISCONTINUO|INSTITUTO VICTOR ROSALES|ZACATECAS|005|CALERA|0001|VÍCTOR ROSALES|CALLE ITURBIDE|306|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||3|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|20/10/2017 0:00:00|
32PBT0070A|2|VESPERTINO|INSTITUTO TECNICO EN ADMINISTRACION Y NEGOCIOS S.C|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|CALLE JUAREZ|12|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||7|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16/10/2017 0:00:00|
32PBT0070A|1|MATUTINO|INSTITUTO TECNICO EN ADMINISTRACION Y NEGOCIOS S.C|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|CALLE JUAREZ|12|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||7|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16/10/2017 0:00:00|
32PBT0071Z|1|MATUTINO|ACADEMIA COMERCIAL TABASCO|ZACATECAS|044|TABASCO|0001|TABASCO|CALLE VICENTE GUERRERO|117|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||7|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16/10/2017 0:00:00|
32PBT0074X|1|MATUTINO|INSTITUTO DE ESTUDIOS COMPUTACIONALES|ZACATECAS|048|TLALTENANGO DE SÁNCHEZ ROMÁN|0001|TLALTENANGO DE SÁNCHEZ ROMÁN|CALLE JUAREZ|39|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||7|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16/10/2017 0:00:00|
32PBT0075W|2|VESPERTINO|CENTRO DE COMPUTACION AVANZADA Y SISTEMAS|ZACATECAS|024|LORETO|0001|LORETO|CALLE INDEPENDENCIA|103|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||3|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|19/10/2017 0:00:00|
32PBT0082F|2|VESPERTINO|CENTRO DE COMPUTACION AVANZADA Y SISTEMAS|ZACATECAS|051|VILLA DE COS|0001|VILLA DE COS|CALLE VILLA DE COS ZAC.|0|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||7|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16/10/2017 0:00:00|
32PBT0083E|4|DISCONTINUO|CENTRO DE ESTUDIOS COMPUTACIONALES DE PINOS|ZACATECAS|038|PINOS|0001|PINOS|CALLE GONZALEZ ORTEGA|93|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|1|1|0|0|1|0|0|0|0|0|1|0|0|1|0|0|0|0|0|1|0|0|1|0|0|0|0|0|1|0|2|0|4|0|0|0|0|6|0|2|0|4|0|0|0|0|6|0|2|0|4|0|0|0|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|2|0|0|0|0|3|0|0|0|2|2|16/10/2017 0:00:00|
32PBT0085C|1|MATUTINO|CENTRO DE ESTUDIOS TECNICOS EN CARRERAS INTEGRALES|ZACATECAS|020|JEREZ|0001|JEREZ DE GARCÍA SALINAS|CALLE GARCIA SALINAS|12|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA|||32ADG0001G|0|I2017|2|5|0|3|0|2|1|0|0|0|6|0|3|0|2|1|0|0|0|6|0|3|0|2|1|0|0|0|6|0|1|2|2|1|0|1|0|7|0|1|2|2|1|0|1|0|7|0|1|2|2|1|0|1|0|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|1|0|0|0|2|0|0|0|0|0|3|1|0|0|2|3|17/10/2017 0:00:00|
32PBT0085C|2|VESPERTINO|CENTRO DE ESTUDIOS TECNICOS EN CARRERAS INTEGRALES|ZACATECAS|020|JEREZ|0001|JEREZ DE GARCÍA SALINAS|CALLE GARCIA SALINAS|12|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA|||32ADG0001G|0|I2017|2|3|0|0|1|0|1|1|0|0|3|0|0|1|0|1|1|0|0|3|0|0|1|0|1|1|0|0|3|0|1|4|1|2|0|1|0|9|0|1|4|1|2|0|1|0|9|0|1|4|1|2|0|1|0|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|1|0|0|0|2|0|0|0|0|0|3|1|0|0|2|3|17/10/2017 0:00:00|
32PBT0087A|2|VESPERTINO|INSTITUTO DE COMPUTACION ADMINISTRATIVA S C|ZACATECAS|036|OJOCALIENTE|0001|OJOCALIENTE|CALLE HIDALGO|4|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|1|1|0|2|0|0|0|1|0|0|3|0|2|0|0|0|1|0|0|3|0|0|0|0|0|0|0|0|0|1|1|0|1|0|1|0|0|4|1|1|0|1|0|1|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|2|0|0|0|1|1|20/10/2017 0:00:00|
32PBT0087A|1|MATUTINO|INSTITUTO DE COMPUTACION ADMINISTRATIVA S C|ZACATECAS|036|OJOCALIENTE|0001|OJOCALIENTE|CALLE HIDALGO|4|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|1|2|1|1|1|1|0|0|0|0|4|1|1|1|1|0|0|0|0|4|0|1|0|0|0|0|0|0|1|1|2|1|0|2|0|0|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|2|0|0|0|1|1|20/10/2017 0:00:00|
32PBT0089Z|4|DISCONTINUO|CENTRO DE PROFESIONES PRESTIGE, S.C.|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|BOULEVARD LOPEZ MATEOS|419|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|2|13|0|2|4|3|1|0|0|0|10|0|1|4|2|1|0|0|0|8|0|1|4|2|1|0|0|0|8|1|49|55|27|5|1|0|0|138|1|43|53|26|5|1|0|0|129|1|39|45|22|5|1|0|0|113|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|5|5|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|1|1|0|5|6|0|0|0|2|15|1|0|0|11|12|18/10/2017 0:00:00|
32PBT0091N|1|MATUTINO|CENTROS DE ESTUDIOS COMPUTACIONALES|ZACATECAS|020|JEREZ|0001|JEREZ DE GARCÍA SALINAS|CALLE DOCTOR LARROYO|3|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|1|3|3|6|0|0|0|0|0|0|9|3|6|0|0|0|0|0|0|9|0|0|0|0|0|0|0|0|0|3|7|1|0|1|0|0|0|12|3|7|1|0|1|0|0|0|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|1|0|1|20/10/2017 0:00:00|
32PBT0093L|2|VESPERTINO|INSTITUTO TECNICO EN COMPUTACION E INGLES|ZACATECAS|044|TABASCO|0001|TABASCO|CALLE GONZALEZ ORTEGA|2|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||3|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|19/10/2017 0:00:00|
32PBT0094K|4|DISCONTINUO|INSTITUTO DE CAPACITACION Y HABILIDADES|ZACATECAS|023|JUCHIPILA|0001|JUCHIPILA|CALLE MIXTÓN|12|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|8|13|1|1|0|0|33|0|10|8|13|1|1|0|0|33|0|10|8|13|1|1|0|0|33|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|2|0|0|1|0|4|0|0|0|2|2|11/10/2017 0:00:00|
32PBT0095J|4|DISCONTINUO|CENTRO DE ESTUDIOS EN INFORMATICA DE FRESNILLO|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|CALLE GARCIA SALINAS CENTRO|107|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||3|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|20/10/2017 0:00:00|
